1.0000     0.0
0.9500     0.0
0.9000     0.0
0.8000     0.0
0.7000     0.0
0.6000     0.0
0.5000     0.0
0.4000     0.0
0.3000     0.0
0.2500     0.0
0.2000     0.0
0.1500     0.0
0.1000     0.0
0.0750     0.0
0.0500     0.0
0.0250     0.0
0.0125     0.0
0.0000     0.0
0.0125     0.0
0.0250     0.0
0.0500     0.0
0.0750     0.0
0.1000     0.0
0.1500     0.0
0.2000     0.0
0.2500     0.0
0.3000     0.0
0.4000     0.0
0.5000     0.0
0.6000     0.0
0.7000     0.0
0.8000     0.0
0.9000     0.0
0.9500     0.0
1.0000     0.0


